id, x, y
k,1.22114218996795,1.76181316446425
d,-0.376588354244919,0.695265596124903
i,0.904939083838899,-1.10523782079419
e,-0.897309669517158,1.59592273014094
o,0.626340927670119,0.600696925823508
q,-0.252790007116215,-2.16917502734974
v,0.932409019979615,-1.10886958451187
t,-0.577601959208826,0.307001185023402
u,1.27659847110337,-0.649905785242946
s,-0.17609114693613,-0.205858531914762
x,1.21652421481528,1.91912751939088
e,-1.20682464332472,-1.06482436926147
u,-0.141396083028099,-0.674645790244858
m,-0.750705541784789,0.667233358098676
w,-0.356174427851554,-0.255963714379394
d,0.0523504057030375,0.165976626944677
p,-0.768651736466459,-0.00946638755716164
b,0.616822957991145,-0.260649831905865
i,0.797534581426884,0.047989559085694
f,-0.471464161783401,-0.397698603296962
b,-1.44018277163872,0.474397340378515
l,-0.0550410398470155,0.155376140906475
k,-1.02135200402371,-0.8153978950126
s,-3.39825086564931,0.540854847214333
r,-2.67164634943141,1.65177312452869
c,0.74768331591577,0.409153267107284
j,0.0587006566957952,-0.202142641718391
g,-0.321721826294621,-0.216148441368911
p,-0.86626572508951,-1.4466650554016
k,-0.337151110492485,0.428064945418181
l,0.101763442830297,1.67740524099895
r,-0.248676551485122,-0.140844058828723
c,-0.603804834949079,1.17610976823345
o,0.115423347582824,1.27638521587662
i,-0.646156599111162,-0.00519975445018921
y,-0.878281440449599,-0.336586611050071
w,-0.419608319833015,-0.635848308892614
o,0.367671345608583,1.2787098586221
n,0.113884026262428,0.949606607696671
k,0.712108504770418,-0.54944492359025
y,-0.0583016200344448,-0.478115527276617
k,0.908862607187673,-0.224670321589094
y,-0.0369616651327175,-1.49147866275612
q,0.578734449555522,0.014422059277127
w,1.614683983667,-0.282147904861567
g,0.472506748534322,-1.41137062224577
a,1.14312814459137,0.540664081441719
l,0.784627728743668,-0.736287440426741
x,0.264344718503395,0.880418602889868
k,2.18858208668218,0.786113246874676
d,-1.64033543871185,-1.3498651888497
y,1.34753018408022,0.786979671270713
i,-0.939334591970253,-1.17744591612337
o,1.43199646210187,0.302201699990104
c,0.987932129570591,0.668497240486333
k,0.300869411282874,0.875612662508822
w,-0.201496088648404,0.764245605611365
y,1.39126824618378,0.573459844046874
e,-0.701070084761969,0.325588243895971
b,-0.564045652675857,-0.97752591783683
e,-2.1089470743139,-0.269656640271404
m,-0.698330904749412,-0.530213694431263
n,-0.099237959099061,1.71651631512395
w,1.21077347121108,-0.442557478537763
e,1.48984228176252,0.682060093748666
o,-0.0584492045983146,-2.37340559368016
s,0.144483188079006,-1.95077866722641
y,-0.819899090918495,0.250113464505504
c,-1.25105722381422,0.0672701555370333
a,-0.0735391924098861,0.961590320154948
f,-0.118781242638153,-0.83751511054553
m,0.838679370726908,-0.441048097928676
b,-0.0923188369040117,1.45252970828987
b,0.417799796338375,0.381449575699835
r,-0.836729192301849,-1.73252052163097
o,-2.82578872286989,-0.0807801216447295
k,0.263809492913311,0.205956028127869
g,-0.929566739314867,0.987298126929808
s,1.18141430083272,-1.13437977715357
h,1.0060358353917,0.0506261750555873
a,-0.644033128162045,0.960838604994603
c,-0.63335779546403,0.407566737964631
r,0.504994821469332,-0.269940271405996
s,-0.132467114846834,0.167094951527581
g,1.11430176307103,-0.475861917646868
c,1.09571162107646,-0.992656156613003
s,-1.1390738291791,-0.961612325471167
y,0.0281223662070405,-0.372595737202837
h,-0.365403178058571,-0.515205722351915
z,-2.22509400931538,-0.267915914243686
f,-0.7804324890256,0.205129904504289
v,0.848795505671362,-0.58390505661535
c,-0.018531675420332,-0.309630507383075
g,0.894001126625102,0.346973280371587
n,0.0494279804709696,-0.176041439779344
h,-1.44079661841314,-0.863307431378738
j,-1.63606252559196,-0.54025198209337
r,2.30259369331886,-0.674494330618827
x,-1.52502584642875,0.937768285609209
s,-0.775984873161779,0.191684223945033
o,-0.757736168792984,1.62437777262911
x,-0.604091200241021,-0.940136275142983
n,1.00952557880168,1.37622527497413
b,0.0992407229269306,2.3587080760029
u,-0.911904700397976,0.168437211775005
m,-0.246770688414938,-0.434115050621325
f,0.149847408122208,0.0543207565308352
y,0.515878429066735,-0.108953156752017
q,-0.793769574454294,0.792712325217381
i,-1.01180789214299,1.39950308749802
v,0.31384084239652,0.312240737514763
t,0.0921309759820223,-0.0660371759271755
y,0.247281959783653,-0.701499892908691
u,-0.612931285629175,1.0109978200894
n,0.21369950740492,0.696574317733003
i,1.30056264380016,0.50185685741501
g,-0.156644057280366,0.847571843699862
e,-0.498472156580881,0.901755917119892
i,0.581289880310085,0.287682738703572
k,0.239358470689965,-2.31653973972702
e,0.227465788068047,-0.477245095581731
u,0.992068262245108,-0.13611503265558
y,0.695930338262295,-0.348949078210879
d,-0.447186794835454,0.779050615607799
s,0.00237074201216025,-1.11561866637095
e,1.72752031945936,-0.499129841977132
t,-1.25791030874629,-0.74970967464075
l,0.257461756716829,0.583320521167772
a,2.07566784843284,0.0797503558267255
y,0.178967572912088,-1.32054743304797
p,-0.203736361972062,-0.367747059914068
f,1.57592300596475,1.86819757804102
e,-0.580687474045047,1.8680872973519
h,-0.926132332924986,-0.483233412783082
i,-1.60671061641951,-0.21573907934161
l,2.20684869493057,-0.220759385872819
z,0.0232059474180809,0.490812701991055
v,1.44192893588866,-0.867526100419375
e,0.761155197621358,-1.21029455546471
i,-0.507710758197049,-0.656199744138391
y,-0.150196982238172,-1.08643857073272
r,0.593891015538961,0.707728124020617
q,0.1681125284726,1.26362024879238
m,-0.198383879211452,0.943130535211007
w,-0.171719069305429,-0.0811688918944628
d,-1.87124462825688,-0.270497504103876
i,-1.70123783324365,0.89091082637917
q,0.643997949095186,-0.702678249357549
s,3.13519684482511,0.508594495271284
e,1.2830795166246,1.19885993241033
u,0.581759718553459,-0.783926540385641
t,0.254761582870957,-1.31554306415587
j,0.516892676176058,0.795682561615292
i,0.873053933463911,-1.35227712930453
a,-0.0444098919529322,0.795171323856036
a,0.408796258368784,-1.02453918277511
a,0.0801677662959872,-0.180344261898906
f,-0.117340815389256,0.574604400670756
t,-1.43411867233737,1.00752427613043
y,-0.256733281727009,0.0469309777915608
f,-0.20951892470092,-0.278023098575888
m,0.056763979205255,1.20995178451609
p,-1.54249964904591,-1.62145827413473
g,-2.26448791353144,1.03609127657931
m,-1.09345000869419,1.84990515671714
g,-0.0475878148995928,0.157317631078401
w,-0.143977963991714,1.93485082316266
g,0.127766255729321,-0.289321902641045
y,-0.507666637305748,-0.354578805748001
i,-1.99221006891853,-0.33444835438815
n,2.33941264471889,0.478001866576354
h,1.39069855628865,1.38309048324937
p,0.306231544016902,0.341893907171156
v,0.776606360576155,-1.02139421551169
c,-0.225380515362312,-0.346421686380289
b,-0.342331333989231,-0.586127195175174
g,1.03480653011268,-0.374491099902997
u,0.275569352035326,0.236317751207615
d,0.550755425647034,-1.7420731073042
n,-1.81516227023224,0.8533170421271
e,-1.13331642657789,1.90465676675813
x,0.549232883074005,-1.17978073758857
k,0.121100534070262,-2.33108165745278
s,-0.30390840999592,-2.77499017082432
u,-1.48484597620985,-2.24318849678804
g,-1.22240014077436,-1.32934147626351
k,2.87224996611468,-0.341186682734045
w,-1.48402444599192,1.05114585175213
g,0.68743955651409,0.889326439519933
e,0.489751711322005,-0.562304716816115
r,-1.37896646172197,0.211383450330869
m,-1.80629828470378,1.01698613010895
a,-0.160824692570462,0.197324637022227
v,-0.660923003363891,0.122552539609663
l,0.349518289754293,-0.833322559668855
k,1.30678932493738,0.102106557184751
b,-0.818075242441621,0.13542376096483
w,-1.30857334536642,0.0748039149589458
s,-0.33337066189676,0.112401272869889
w,-0.175968313978497,0.712163668411769
l,-0.764850623178323,-0.628797378048784
k,1.20437900972487,1.44128355156035
a,-0.763482115893196,-1.47370747667221
a,1.17206494357984,0.637068749639966
d,-0.930935060555537,0.4352495977049
k,2.14659987451558,-0.472822167227797
m,-2.21192648375989,-0.277624487975216
w,-0.198858553754756,1.39605967135608
v,-0.178988220233014,-1.85425065298223
c,-0.762431460605728,0.997183273811668
l,-1.31558917987603,0.923512965198239
e,0.796664447361096,0.617907280505175
d,0.970888536662685,1.55084038539748
j,-1.4679883415392,-0.180621399858888
e,-1.9801468748391,1.40008714704683
o,-0.757182066841712,0.623241946971908
c,0.489479989941368,0.586081909076462
d,-1.16460972679581,-1.93083360034753
w,-0.825336319030674,0.960135534955609
w,-0.23337150588271,-0.89618455912388
o,0.660500606865288,1.39361459123092
s,-0.461050065656377,0.885460565937782
h,0.39432369624568,1.86634571268431
v,-0.215722652441213,-1.21107494818426
l,-0.171091033575599,1.49169764926295
e,0.501503666204669,1.78583211273899
g,0.802835757941477,0.0264451520982392
z,-1.16263748711238,0.287567267569257
k,1.00654866418949,-0.890008736055469
z,0.0566652964654105,1.13345329668171
u,0.138329805369964,-0.453512894426464
i,-3.51389539235248,1.36504063174767
b,-2.45174993292778,1.40127250661045
z,1.70581811022331,0.310438990207417
n,0.0120197362830293,0.167925104916592
l,0.892637926174503,1.07015558977218
f,-0.816363830497864,0.686269479015819
k,-1.3212498708636,0.531113103950334
m,0.550416489618251,1.24797079826033
m,-0.699251887485563,1.13254640371814
n,-1.0817414134981,0.233892787181984
t,0.655570917812298,-2.5592733169833
k,0.901161596852171,-1.12244191778623
a,1.14565293453555,-1.56754030531762
d,-0.400994788911266,1.86864420328351
i,-0.651775916827997,0.794953194553199
a,0.439672848189689,-1.64199558901398
f,1.8644376645719,-0.71865414292439
b,0.665239411356276,0.144161832589199
n,-0.199572300910031,-0.104561835579854
