id, x, y
y,0.240821099949155,-0.73321573229482
d,-0.19293573742063,1.55631291402903
a,0.929412025133945,0.339960476414336
l,1.16694404181984,-1.27694693028412
t,-1.93973336557548,0.891625064347803
n,-1.04212506263099,0.217112306075108
f,1.34635240226586,-1.05745858118174
w,0.514419108931033,1.92292624705405
g,-1.70909619046496,-1.0509045201472
p,0.713786430012281,1.22307362533673
e,-0.036613772054259,1.14582712539965
l,-2.1085785614254,0.674392106201464
u,-0.62951138150013,2.69065483936113
b,0.509131673984064,0.0540789618145505
t,-1.31981496413602,-0.467148743491948
k,0.47390598170795,-0.836500621725859
e,0.875789317449154,-0.880239045966672
j,-0.912448546907106,-0.641576495618107
z,0.170038038304577,-0.509716720375963
x,0.132342652121624,-0.579040593849795
b,0.826363946700951,-0.163906403246009
t,0.856827927392749,-1.97216030905092
w,1.74704430919037,0.635393556032373
j,-1.01945065226039,-0.541141881705104
x,-0.779174950822409,-0.481608266649748
o,-1.61020915348721,1.16559855330087
q,0.923357515274429,-0.746541666459137
c,0.0270689574474569,-1.09084309996856
i,0.115108654843093,2.12518838238798
c,0.273239285054893,1.17827495017524
h,0.167950404055052,0.352013178306902
r,0.319830944616911,-0.310327460635736
n,-0.576302846324366,-0.0031648291872533
p,1.31234173581636,-1.56331882921889
t,-0.982136024871956,-0.385890081886455
b,1.07341519829969,0.523767790004033
n,1.10114821367105,1.34005051881433
q,-0.651910825760508,0.377403510509476
i,-0.179832975368122,-0.09749504458667
m,0.0804787938630012,-0.245356532411855
z,0.792461554658798,1.21667387988502
r,0.733410256396233,-0.648812070567179
b,1.07419060969033,-0.567960566744375
v,1.62285483832741,-0.0849015693743038
w,-0.886293589508755,-0.11712408943787
b,0.63818533915906,-1.84550827487422
g,0.635795724327088,0.719068727787826
p,0.843331709996533,-0.11569955892568
d,-1.75272762544807,0.884507144850303
x,-0.466946472987106,-2.27735487820965
b,-1.12171601246186,1.0013646744923
f,0.861922306976399,0.677437301258628
h,-0.885519839308132,0.220007196148676
d,-0.926663501379119,-0.825786578645376
h,-0.864765643831072,0.0387578392260222
y,0.77529108673254,-1.08868797890707
b,0.777349748319757,0.237755726098074
h,-0.674183749155802,0.315979239918484
q,1.37481863083074,0.338517419640699
n,-0.183558733648678,0.46686282208264
i,1.70283071729252,1.155833813717
w,-0.350928250611946,0.463385935950191
t,-0.616658428439124,1.0264684140144
g,-0.048314921668099,-2.44960488631241
p,0.250696848128002,1.38400443026277
u,0.846614967106914,-0.155149534956956
d,-2.48631940143341,0.362954430235273
x,1.25113280650441,-1.13997548582886
g,-1.88414161746368,-0.0637226796284054
r,1.00359890815299,0.543878055087318
e,0.287247629504984,-1.16655577657743
v,-0.62135485114158,0.491986547673707
c,-1.32509520979431,-1.03171415608886
k,1.80631025468447,-1.39122947747257
s,0.2691007616513,0.319186254098847
z,-0.418493211932588,0.817204176112973
m,0.189018711939661,0.0667439602251363
j,1.32081650830694,-2.07833204429236
s,1.10142181222335,0.194387190382977
c,0.150626279241669,-0.400412920633973
x,-1.96530995169081,1.96569230296256
e,-0.838851628701859,-0.413881333130206
h,-0.360203634936769,0.16259148604813
p,0.396863212414444,0.0412228391696211
n,0.410561104339048,0.00946720093999179
c,2.19496582921411,0.797937435206945
m,-0.697073931294918,2.07043316504145
g,2.03448715467266,-0.613727799678733
r,-0.692583444525489,0.235095893645239
p,-0.109993548177221,1.08465957339547
f,0.335817555852998,0.520532831031177
t,-0.484550653638135,1.45074469069873
j,0.349616934636427,-0.215349174866875
a,0.683068219879471,-0.508246654931503
h,0.317653209956041,0.248092349264696
r,-0.983871145889305,-0.102606223892364
u,-0.443331676926836,0.560003100462928
q,-0.559211209092148,-0.339968854217539
k,-0.0395956093156791,0.00677828214293618
f,-0.731740360547041,1.07459270007139
f,0.114009235496201,-1.00621129851846
r,-1.03860534147702,-2.74210239889827
g,0.203585391879895,-0.122367818089348
b,1.33514934139689,-0.382427879776599
r,-0.837885764189868,0.137154022439802
c,0.950763551241425,0.351647174161187
z,0.426073569479939,-1.14327427229105
q,2.24820657602931,0.914647738637041
d,1.15111324368845,-0.684011633862913
e,-2.55462517964547,-0.52239848212649
q,-1.36424420522618,-1.49557580711527
o,0.0523081603697524,-1.05767038094878
n,0.695992885428779,-1.04496496516424
b,2.20500538449742,0.109478594864893
z,-1.01233974681003,0.515314176091119
c,0.0870728894567589,0.462121578685813
b,0.0153435007097731,-0.100501502324514
a,1.29112070866507,0.18679790843681
c,-0.0508307577184803,-0.370815273988879
x,-0.352832117636812,-0.410568180949439
y,0.0184198260613309,-1.01768513956425
a,0.282775606363636,1.56323536787019
n,1.89203484850251,0.616597212921964
o,0.682931771824055,0.293740788934524
t,-1.95391132974769,-1.11094089928223
l,-2.21259641868711,0.870405879637357
g,0.340411108796644,-0.975045155117321
s,0.377228570267266,0.727365014591322
i,-0.591939558312345,-0.40498586923241
u,-0.429006437590739,-0.775434476887471
w,0.651009476607034,1.06601056047077
n,-0.0890272844768093,-0.508945365335808
v,-0.292696617475599,0.518010157898434
p,0.176974942447687,1.17950799259221
n,-0.364256344855015,1.29329743103481
i,-1.97139968505637,0.359117647783892
p,1.12081327724917,-0.198441556137267
o,-3.02154811390603,-0.269234356031722
b,-0.454929279366836,1.19157343276413
y,-1.0008124460435,-0.614880660169527
g,0.0732713653691973,-0.395353615419766
z,-0.908080369465271,-0.881924209437378
e,-1.86415110124315,-0.176866392092444
n,0.736070132597039,-1.64951223315023
d,0.609807096244598,-3.13358647496676
c,0.924062406479666,0.99401632955602
f,0.301491398206815,1.24261068192562
g,-0.243986694083931,0.930482663276228
l,0.775327626403026,0.523508038984256
h,-1.7116311619499,-0.0707918982180239
t,0.207063769020826,0.95521666198103
u,0.116307894537825,-1.82994690474123
s,-0.63796344423564,1.12186116982935
l,0.742588735509109,-0.49100371672227
u,-0.401467442794446,0.868652925729016
q,0.304250137446035,-1.10123115404354
d,-0.319349860981967,-0.518177762283278
h,1.70260319688109,-0.166678822129819
i,0.259513119316483,-0.42683865429728
j,-0.899825586050313,-0.379138418497366
j,-0.971032256901462,-1.80348921079022
c,-0.0413487150843836,-0.485507522490049
z,-0.473682496045446,0.322337858475363
g,1.17317904562874,-0.723114597671611
r,0.966347930306182,0.894960716283381
i,-0.0913119855893802,1.65624404997354
n,0.995355917435276,0.285396667647989
f,2.08648258329349,1.73063827710531
b,0.075218067989704,1.95104087199547
r,-0.619357973254296,0.879412104218598
n,0.345548496485325,2.64389802044803
q,-0.525829444001543,2.2286287443654
q,0.136092889189623,1.26506239145758
k,1.41043195358645,-1.07219990330864
t,0.528613591297289,-0.123572269034673
x,0.146290158252014,-1.67916963950641
b,0.899259592161031,-0.938119386063698
i,-0.832289817086806,0.793888243823149
t,-1.57442146116664,1.33260605208854
f,1.12335827579578,1.57137912905851
q,0.936165658933775,-0.169283946695627
u,-2.9673072935413,-0.114656764299814
u,0.23379002112712,-0.559387755410015
g,-0.535627386292818,1.38267919113543
f,-0.118187510991898,0.704955704454801
d,-0.821324735815943,0.184877946077493
t,-1.72073260264004,-1.0818038575053
n,1.48361764641803,0.813804751311366
b,-1.30718239681945,1.13606547407055
k,1.1296384564158,-1.01600513271829
x,1.42963501313811,2.36704700505207
b,1.48040367775633,1.3529195393775
r,1.97694917832742,0.0213386564527281
k,0.550192056242726,-0.737688416241702
r,-0.00213597721528775,-0.318802367426955
i,-1.16565214768445,1.96450151569163
y,-1.92512733615302,-2.02555228131952
o,0.00513539860070732,-1.33292445406258
w,0.0339858916962847,-0.269259693206161
n,-0.284572945517851,-0.202174975008543
r,-0.468502393483492,-0.927225385929176
x,-0.163317812758899,0.220788452384622
t,0.991716292057527,2.21012061649723
s,-2.4136797215809,1.77251035660063
e,1.14798845666515,1.71155925202215
g,-0.371335314491545,0.966396127043893
j,-0.539169181853124,1.46403799891085
u,0.885227683160016,0.161778460829374
s,-1.53618449335032,-1.2779447093156
b,1.36085323252808,-1.10811434204964
h,0.704275848722353,-1.39713281147857
m,-0.838441444113519,-0.562522265411209
j,1.66483142784958,1.06671089362391
c,0.154116017309939,-0.00974947205378965
y,-0.235996236187103,1.10862025189625
n,0.258990951043144,-0.874259800207293
f,0.0881190685273408,-0.17202394396265
x,0.453503686082476,0.0193033186086234
e,0.237858511096407,-0.333250548379511
q,1.09080571512315,-0.0878437786294467
e,-0.81808056522393,0.348733919151563
s,0.396835179508323,0.120567403137549
e,-0.703905579151773,1.43310740583856
c,-2.25772559881823,2.60005662047178
m,0.289294002668791,0.265734702432704
u,0.385203446144853,-0.929079115519825
u,1.80133249654558,1.02495870717277
k,-0.307989103557797,0.576978505195562
c,0.0892062013134101,-0.86441487976545
n,-0.168843802027637,1.49430550757946
o,1.54416489388222,0.333904847805023
w,0.613268296578294,1.97908425403588
m,-1.06479220834102,-1.06644385410184
p,-0.0194487440085877,-0.710205350395593
r,-1.21403208909734,0.928620090716968
u,-0.566551596884046,-0.0107816299729158
q,-1.4871839737521,0.636466070633269
